dpto_name,mpio_name,unique_id,razon_social,year_matricula,year_cancela,year_renueva,ciiu1,ciiu2,ciiu3,ciiu4,Activos M.,Ingresos M.,Pasivos M.,Patrimonio M.
VALLE,CALI,3210568,CAMILA SPA,2022,,2023,9602,"","","",7766,6545,-154,7612
VALLE,CALI,3210577,OVERPLAY,2022,,2023,9521,6499,"","",11941,6235,-2347,9594
VALLE,CALI,3210589,RAKKATTA,2022,2023,2023,5630,5619,"","",12068,4775,-1858,10210
VALLE,CALI,3210591,J&A CONSULTORIA,2022,,2023,7490,9609,7210,"",11475,4888,-6419,5056
VALLE,CALI,3210593,RITMO VITAL NATURAL SPORT,2022,,2023,4773,4762,4791,"",7254,5433,-4972,2282
VALLE,CALI,3210594,RAMSAI # 4,2019,,2023,4642,4771,"","",9217,5096,-2895,6322
VALLE,CALI,3210604,OHANA CREAM,2022,,2023,5619,"","","",10811,5350,1719,12530
VALLE,CALI,3210614,PISOS Y PAREDES DE COLOMBIA,2022,2024,2023,4663,"","","",6403,2278,-2174,4229
VALLE,CALI,3210627,PLAZA 42 FOOD & COCKTAIL,2022,2023,2023,5611,5629,4724,9329,7884,3346,-1528,6356
VALLE,CALI,3210645,EDITORIAL MUNDOS MÁGICOS,2022,,2023,9001,5811,3240,"",11210,3063,1085,12295
VALLE,CALI,3210663,MOTO REPUESTOS CORDOBA,2022,,2023,4542,4732,4541,4791,12684,5671,-3022,9662
VALLE,CALI,3210675,LABORATORIO DE DEXTER,2019,,2023,9512,9511,"","",10818,3829,-4028,6790
VALLE,CALI,3210681,1/4 ROJO,2022,2024,2023,4791,"","","",8758,4565,-1004,7754
VALLE,CALI,3210688,FERRETERIA BRICO,2019,2023,2023,4752,"","","",8413,8512,218,8631
VALLE,CALI,3210690,MIL RUTAS,2022,,2023,7911,7990,7912,"",14813,6130,-880,13933
VALLE,CALI,3210696,GUIZADO LOUNCH & FACTORY,2022,,2023,5611,5612,5629,"",9150,6680,-2092,7058
VALLE,CALI,3210716,DR.OF SHINY TOYS AUTO DETAILING,2022,,2023,4520,"","","",11730,4497,-1608,10122
VALLE,CALI,3210718,CENTRO DE APRENDIZAJE INFANTIL EL CLUB DE LOS PEKES,2022,,2023,8512,8511,8891,8299,999999,6372,-365,6812
VALLE,CALI,3210792,DISTRIBUIDORA A.Y.,2019,,2023,4729,"","","",999999,8194,891,8377
VALLE,CALI,3210816,DISTRIBUIDORA INDUSTRIAL CAMACHO SAS,2022,,2023,4759,"","","",8999,5169,2270,11269
VALLE,CALI,3210818,ILURA,2022,,2023,3290,7020,"","",10895,2754,-4891,6004
VALLE,CALI,3210823,PUNTO DE VENTA 2 DOOMAX,2019,2024,2023,4772,"","","",12161,5582,-3185,8976
VALLE,CALI,3210843,360° VIAJES Y TURISMO CALI,2022,2023,2023,7911,7912,4791,"",10021,4476,-2795,7226
VALLE,CALI,3210848,NAILS PERFECTAS,2019,,2023,9602,"","","",11178,4374,-2687,8491
VALLE,CALI,3210869,JUEGO LIMPIO,2022,2023,2023,5630,4724,"","",9753,-473,699,10452
VALLE,CALI,3210880,GRANIFOOD,2019,,2023,5619,"","","",10859,1877,-5404,5455
VALLE,CALI,3210881,LAVADERO D & B COMUNITARIO LA 39,2022,,2023,4520,4732,"","",6401,3063,-4047,2354
VALLE,CALI,3210884,ZOOPLANET PETS,2019,2024,2023,9609,4759,"","",10140,1719,-3048,7092
VALLE,CALI,3210885,ALIMENTOS NOLY S.A.S,2019,,2023,1081,4631,1089,"",9484,5744,-2162,7322
VALLE,CALI,3210894,VISIÓN-COSMIC S.A.S.,2019,,2023,5229,8299,4923,6810,9540,5264,-1171,8369
VALLE,CALI,3210896,SEDHANK CALI,2019,,2023,4771,4772,4651,4659,8446,2032,-212,8234
VALLE,CALI,3210901,CHINA FUSION EXPRESS,2019,2024,2023,5611,5612,5613,5619,14320,4007,-1210,13110
VALLE,CALI,3210920,SPECIALIZED CIUDAD JARDIN CALI,2019,2023,2023,4762,4649,4642,9529,7901,7615,-490,7411
VALLE,CALI,3210932,VARIEDADES JUAN NARANJO,2022,,2023,8299,4761,4771,"",9299,4254,218,9517
VALLE,CALI,3210943,LAVADERO HULK,2022,2023,2023,4520,7020,8299,7490,7907,3708,-232,7675
VALLE,CALI,3210949,little caesars av. 6a,2022,,2023,1089,5611,7020,"",9313,3291,-3006,6307
VALLE,CALI,3210951,LA IMPRENTA UNIVERSAL,2019,,2023,1812,1811,"","",11181,4786,-1980,9201
VALLE,CALI,3210952,little caesars el caney,2022,,2023,1089,5611,7020,"",4436,1994,-2103,2333
VALLE,CALI,3210953,DROGUERIA FARMATRIX,2022,2023,2023,4773,"","","",9541,3360,-2188,7353
VALLE,CALI,3210969,TUX,2019,,2023,8129,8121,1410,9601,9265,3768,-2111,7154
VALLE,CALI,3210976,MISTER LECHON UNICO 1,2019,2023,2023,5611,5619,"","",7140,6415,-1599,5541
VALLE,CALI,3210977,MISTER LECHON UNICO 2,2019,2023,2023,5611,5619,"","",9593,7423,-1986,7607
VALLE,CALI,3210986,PAPI ALAS Y FAST FOOD,2019,2023,2023,5619,5611,"","",10669,8150,-2846,7823
VALLE,CALI,3211008,PETS BOX,2022,,2023,4759,4773,8521,"",999999,2902,-2264,8378
VALLE,CALI,3211010,CHIKY MASCOTAS,2022,2023,2023,4759,"","","",8741,2773,531,9272
VALLE,CALI,3211030,HOGAR PARA EL ADULTO MAYOR AÑOS DORADOS CAMPESTRE,2019,,2023,8730,"","","",15784,9469,135,15919
VALLE,CALI,3211034,SERVIPAGOS LOS LAGOS,2022,2024,2023,4761,4719,"","",9179,3355,-4675,4504
VALLE,CALI,3211036,VOLANTEROS ANGEL,2022,,2023,7310,"","","",5998,2872,-1804,4194
VALLE,CALI,3211038,DISTRIPLASTIC AYE,2022,,2023,4759,"","","",8623,4795,-289,8334
VALLE,CALI,3211040,DEFENSA Y JUSTICIA,2022,,2023,6910,8299,"","",12400,10336,5,12405
VALLE,CALI,3211045,CENTRO MEDICO CR 43,2019,2023,2023,8430,8699,"","",8119,4981,-4514,3605
VALLE,CALI,3211056,D'EAU BENITE,2019,,2023,4773,"","","",999999,7122,-338,9493
VALLE,CALI,3211059,ARCOIRIS BY MACA RUIZ,2019,,2023,4773,4771,"","",9005,4800,-702,8303
VALLE,CALI,3211067,STUDIO AYMAC SAS,2019,2024,2023,5911,5912,5913,7310,8286,5576,-4829,3457
VALLE,CALI,3211083,DIANE MENDIVELSO,2019,2024,2023,4643,4771,"","",13298,3492,-2787,10511
VALLE,CALI,3211086,CENTRO MEDICO INTEGRAL DE ESTETICA Y BELLEZA DRA SANDRA MERA,2022,,2023,9602,"","","",5366,5371,-3405,1961
VALLE,CALI,3211096,QUE RICURA TENTACION,2019,,2023,1081,5619,5621,"",9948,4947,-2362,7586
VALLE,CALI,3211099,MODOFRUTA,2019,,2023,5619,"","","",9572,1117,-3988,5584
VALLE,CALI,3211116,TENIS MALL,2022,,2023,6810,6820,"","",13584,8230,-2605,10979
VALLE,CALI,3211119,RED SERVI MODA CENTRO,2022,2023,2023,5310,5320,"","",9852,4084,-852,9000
VALLE,CALI,3211120,ASADERO Y RESTAURANTE CONDORIPOLLO,2022,2024,2023,5611,"","","",12586,8391,-1180,11406
VALLE,CALI,3211122,THE MOS'T,2022,,2023,4771,"","","",10591,3769,-8122,2469
VALLE,CALI,3211123,CASA ARTÍSTICA Y CULTURAL OCIO,2022,,2023,8553,9003,9008,8299,7909,6588,-1413,6496
VALLE,CALI,3211155,LA CAVERNA DEL FAUNO,2019,,2023,4719,"","","",10950,7631,-2641,8309
VALLE,CALI,3211158,RUEDAS Y HERRAMIENTAS LA 15,2022,,2023,4752,"","","",7238,3386,-5134,2104
VALLE,CALI,3211210,CHN,2022,2023,2023,4759,"","","",7032,3271,-1234,5798
VALLE,CALI,3211211,LA PLACITA BURGER CALI SUR,2019,2024,2023,5611,"","","",13035,5325,2149,15184
VALLE,CALI,3211229,PAPELERIA SM MULTITODO,2022,,2023,4761,"","","",10528,8391,1431,11959
VALLE,CALI,3211240,CALZAMUNDO-COSMOCENTRO,2019,2023,2023,4772,"","","",6039,1971,-2002,4037
VALLE,CALI,3211244,GRUPO DE INDUSTRIAS DINAMICAS S.A.S.,2019,,2023,4690,"","","",8470,6594,-4313,4157
VALLE,CALI,3211264,4RUNNER SHOES,2022,2023,2023,4772,"","","",11521,3829,2362,13883
VALLE,CALI,3211288,ALAMO CAFE LIBRERIA,2022,2023,2023,4791,4761,"","",10696,1141,-3528,7168
VALLE,CALI,3211293,CATRINA MTB,2019,,2023,4762,"","","",8889,6117,454,9343
VALLE,CALI,3211295,DISTRICARNES CALIPSO,2022,2023,2023,4723,"","","",7633,2662,-4451,3182
VALLE,CALI,3211325,SOTECC ING,2019,,2023,9511,4741,4724,"",9331,3947,-3853,5478
VALLE,CALI,3211335,SOWI TIENDA DE BELLEZA,2019,2024,2023,4773,"","","",12267,7554,-1364,10903
VALLE,CALI,3211336,SDC PARRILLA & GOURMET,2019,2023,2023,5611,"","","",999999,4527,-1848,6735
VALLE,CALI,3211366,JUANA BANANA.COL,2022,,2023,1040,1089,"","",12402,6245,-1401,11001
VALLE,CALI,3211373,RELX STORE PALMETTO CALI,2022,,2023,4632,"","","",11633,1690,-3864,7769
VALLE,CALI,3211374,N Y T COLLECTION DANNY UNICENTRO,2019,2024,2023,4772,"","","",9350,4252,759,10109
VALLE,CALI,3211375,MAROTO CHEF,2022,,2023,1084,"","","",5448,5134,793,6241
VALLE,CALI,3211378,IMDITEC DM COLOMBIA CALI,2022,2024,2023,4652,"","","",7936,5369,-2876,5060
VALLE,CALI,3211388,FORY RACING,2022,,2023,4541,4542,"","",11632,5702,-1129,10503
VALLE,CALI,3211389,TRANSPORTE Y SOLUCIONES LOGISTICAS DE COLOMBIA CALI,2019,2023,2023,5320,"","","",14540,2131,-970,13570
VALLE,CALI,3211397,TURQUESA CENTRO DE ESTETICA Y SPA,2022,,2023,8699,9602,"","",12078,4985,-2351,9727
VALLE,CALI,3211402,JEAN MINA DISEÑO WEB,2022,,2023,6201,"","","",7533,6076,-1099,6434
VALLE,CALI,3211417,RESTAURANTE GRAN FU YUAN,2022,2023,2023,5611,"","","",10590,1383,-2514,8076
VALLE,CALI,3211436,HORNYPAN,2019,,2023,5611,5613,"","",9022,4258,-2219,6803
VALLE,CALI,3211437,GOURMET EXPRESS CALI,2019,2024,2023,5611,"","","",8593,6623,2858,11451
VALLE,CALI,3211443,BELLEZA CON ESTILO,2019,,2023,4773,"","","",7258,6137,-3071,4187
VALLE,CALI,3211465,PROFESIONALES DEL VALLE,2019,2024,2023,7010,7020,7490,3320,8084,2236,-138,7946
VALLE,CALI,3211481,ALUVIDRIOS LA ROCA,2019,,2023,4752,"","","",12103,3751,-4550,7553
VALLE,CALI,3211483,SOLUCIONES PHONE HOUSE,2019,,2023,4923,5320,5310,8299,999999,6679,-4759,9943
VALLE,CALI,3211494,ALIMENTOS  AAA,2019,,2023,1081,4711,4631,"",11608,4635,-1382,10226
VALLE,CALI,3211495,ADRIAN CAFE,2019,,2023,5613,1084,4631,4792,7063,3060,-2632,4431
VALLE,CALI,3211496,PANADERIA DOÑA LISA,2019,,2023,1081,5613,"","",8232,7103,180,8412
VALLE,CALI,3211499,DISTRIMAS LA MEJOR,2022,2024,2023,4711,"","","",15272,7831,-7559,7713
VALLE,CALI,3211500,ENVIA COLVANES TEQUENDAMA,2019,2023,2023,4923,5320,"","",8844,3657,-1513,7331
VALLE,CALI,3211501,SACOTTO SACOTO,2022,2023,2023,4711,5611,5613,1089,8032,8147,-3810,4222
VALLE,CALI,3211512,COLMENA AFRODITA COSMETICS BY JANETH MINA,2022,,2023,9602,8299,"","",8853,6669,-1430,7423
VALLE,CALI,3211525,AILOPROVICASA,2019,2023,2023,6820,6810,"","",15981,4911,-3292,12689
VALLE,CALI,3211534,LAVACLIN CALI,2019,2024,2023,9601,"","","",10890,4809,-2123,8767
VALLE,CALI,3211535,LAS DELICIAS DE DOÑA YENNI,2022,,2023,5611,5619,"","",9277,7049,-3373,5904
VALLE,CALI,3211537,DE VIAJENVIAJE - AGENCIA DE TURISMO,2022,,2023,7912,7911,"","",12722,3126,-2933,9789
VALLE,CALI,3211539,MULTIREPARACIONES NEY,2022,2024,2023,9512,4741,"","",6512,5510,-3773,2739
VALLE,CALI,3211545,MARDEL,2019,,2023,6810,6820,"","",9705,7190,2080,11785
VALLE,CALI,3211549,TREMENDO,2019,2023,2023,5611,"","","",11753,5767,-2814,8939
VALLE,CALI,3211566,SERVICARGAS DEL VALLE,2019,,2023,7730,3312,8299,"",7198,4534,1215,8413
VALLE,CALI,3211577,SUGAR KID' S,2019,2023,2023,4771,4772,4719,"",8787,5563,-7410,1377
VALLE,CALI,3211593,INDUM BY A,2019,2023,2023,4771,1410,"","",11056,4352,914,11970
VALLE,CALI,3211595,HELP SEGURITY Y DISEÑO,2019,,2023,9512,9529,"","",6524,2822,-2352,4172
VALLE,CALI,3211632,PAPELERIA Y CACHARRERIA CAUCA,2019,2023,2023,4669,4761,8299,"",4942,4978,-675,4267
VALLE,CALI,3211633,COMERCIALIZADORA UNIVERSAL MARKET CO.,2019,,2023,4690,4791,7310,"",9273,6457,-2359,6914
VALLE,CALI,3211646,PANDORA-CPC  JOYERIA,2019,2023,2023,4649,"","","",15090,5180,-4037,11053
VALLE,CALI,3211652,ESCINECALI PAKIKO ORDOÑEZ,2019,,2023,8553,5911,7220,8560,8009,4811,-1040,6969
VALLE,CALI,3211684,ZADASTORE W,2022,,2023,4771,"","","",6544,5120,-4044,2500
VALLE,CALI,3211686,PANADERIA EL LIBANES,2022,,2023,1081,"","","",9693,2760,-1598,8095
VALLE,CALI,3211704,DESARROLLO Y TECNOLOGIA F.D,2022,2024,2023,6311,6190,6201,6202,13082,7942,-989,12093
VALLE,CALI,3211709,HEALTH COMPANY INT SAS UNICO,2019,2023,2023,4642,4645,4771,"",7647,5928,-3351,4296
VALLE,CALI,3211717,INETCO,2019,2023,2023,4923,6110,6120,"",11543,6077,-1577,9966
VALLE,CALI,3211718,DK LIDO,2019,2023,2023,5611,5619,"","",9294,8611,-1596,7698
VALLE,CALI,3211749,JESSYLASH,2019,,2023,9602,"","","",5082,7447,-498,4584
VALLE,CALI,3211750,EPICENT S.A.S.,2019,,2023,4690,4652,4741,6120,9849,6824,-1530,8319
VALLE,CALI,3211757,ALEX RELOJERIA,2019,2023,2023,9529,"","","",10855,4921,-2976,7879
VALLE,CALI,3211759,CONSTRUCCIONES Y TRANSPORTES EWC SAS,2019,,2023,4290,0811,4663,"",9450,4195,-1282,8168
VALLE,CALI,3211788,DETERGENTES FACIL DE COLOMBIA,2019,,2023,2023,2029,4719,4791,10317,7315,-2929,7388
VALLE,CALI,3211797,SOLO BELLEZA MS,2019,,2023,9602,4771,4772,"",7831,1989,-3985,3846
VALLE,CALI,3211813,DONDE CRISPETA,2019,,2023,4711,5619,"","",8261,6450,-2110,6151
VALLE,CALI,3211830,COMERCIALIZADORA PYRMONT,2019,,2023,4690,4659,3312,"",9659,6931,78,9737
VALLE,CALI,3211832,TECNOSTAR INGENIERIA ELECTRONICA CALI,2019,2023,2023,9512,4719,"","",13305,6135,-1191,12114
VALLE,CALI,3211834,FABI MOTOS,2019,,2023,4541,4530,4542,"",6626,7538,-4670,1956
VALLE,CALI,3211835,ARLEY RAMIREZ PRODUCTOS DE ASEO,2022,2023,2023,2023,4649,"","",8034,643,-1529,6505
VALLE,CALI,3211855,ORQUESTA CALI ALL STAR,2022,,2023,9006,4791,"","",9891,1672,-2371,7520
VALLE,CALI,3211859,LA ALDEA PET SHOP,2022,,2023,4759,"","","",6912,3866,917,7829
VALLE,CALI,3211862,LICORES BAR LOS BARRILES DE ALAMEDA,2019,,2023,4711,4724,"","",6654,3905,-915,5739
VALLE,CALI,3211877,PROCESOS Y SERVICIOS S.A # 4,2019,2023,2023,1313,"","","",9279,5787,3108,12387
VALLE,CALI,3211899,OPTICA MJ,2022,,2023,4774,4791,"","",8756,1104,-3405,5351
VALLE,CALI,3211901,MUNDO PATACÓN Y MÁS,2022,,2023,5611,"","","",11386,11832,-2553,8833
VALLE,CALI,3211919,UNA POSITIVA CALI,2019,,2023,6621,"","","",9027,6009,-292,8735
VALLE,CALI,3211922,MARIAC NAILS SPA,2019,,2023,4771,9602,"","",6313,4696,-1435,4878
VALLE,CALI,3211934,SALSAMENTARIA EL GEMELO,2019,,2023,4719,4722,4723,"",16142,4708,-5120,11022
VALLE,CALI,3211950,DON FAUSTO COLOMBIA,2022,,2023,4791,8299,"","",8781,5307,-4628,4153
VALLE,CALI,3211951,COMERCIALIZADORA JAIME MORENO S.A.S.,2019,,2023,4530,"","","",15977,2367,-7335,8642
VALLE,CALI,3211960,FALDAS CRISTIANAS MODA,2019,2023,2023,4771,"","","",999999,5766,-95,7567
VALLE,CALI,3211973,FUMIGACIONES PROSEIN,2019,,2023,8129,"","","",11348,3957,-2820,8528
VALLE,CALI,3211974,TRAMIAUTOS CALI,2019,,2023,8299,6511,4512,8559,8385,3649,-5777,2608
VALLE,CALI,3211985,AMBROSÍA FAST FOOD AND GRILL,2022,2024,2023,5611,"","","",12667,5948,-6199,6468
VALLE,CALI,3211998,STYLOS ROMANTICO,2019,,2023,5630,4632,4631,4782,8437,2896,-872,7565
VALLE,CALI,3212006,COMUNICATTE TORRES DE MARACAIBO,2019,,2023,4741,6120,"","",9960,3341,-4909,5051
VALLE,CALI,3212036,GEOLARIS CO,2019,,2023,4390,9609,"","",11353,6430,1770,13123
VALLE,CALI,3212049,ECO CLEAN WASH,2019,2024,2023,4520,4530,5619,"",999999,4475,-2539,6625
VALLE,CALI,3212061,LUNATURAL SALUD Y BELLEZA,2022,,2023,4773,"","","",8213,4009,-3500,4713
VALLE,CALI,3212072,D'RUMBA VIDEO BAR,2022,,2023,5630,4724,"","",9489,5089,-4594,4895
VALLE,CALI,3212076,GATO POLARIZADOS Y ACCESORIOS JS,2022,,2023,4530,"","","",5355,3131,1687,7042
VALLE,CALI,3212082,DROGUERIA SALUD ECONOMICA,2019,2023,2023,4773,"","","",9491,6257,912,10403
VALLE,CALI,3212087,EL CAFE DEL SOL - OESTE,2019,2023,2023,5611,5621,5629,"",8695,2721,-2489,6206
VALLE,CALI,3212107,MOVILTEC.DYJ CALI,2022,2024,2023,4741,4774,6190,4652,10055,4759,-1342,8713
VALLE,CALI,3212109,EFFICAX PAGOS Y TRANSACCIONES ON LINE S.A.S.,2022,2023,2023,8299,6619,"","",5961,5978,-1022,4939
VALLE,CALI,3212130,CENTRO DE SERVICIOS MULTIMARCAS ALMACEN Y TALLER DE MOTOS,2020,2024,2023,4541,4542,"","",11553,4140,-4073,7480
VALLE,CALI,3212131,MOLDES DEL VALLE,2020,2024,2023,1523,"","","",9842,7099,-1047,8795
VALLE,CALI,3212150,HELADERIA LA LUNA,2020,,2023,5619,"","","",7313,6157,-3788,3525
VALLE,CALI,3212151,DETALLES ENLATADOS,2020,2023,2023,4759,"","","",13189,3344,-1989,11200
VALLE,CALI,3212152,EL IMPORTADOR,2020,,2023,4771,4791,4321,"",9650,4092,-8437,1213
VALLE,CALI,3212163,FERRETERIA EL REFUGIO,2020,2024,2023,4752,5310,"","",5698,9153,-2182,3516
VALLE,CALI,3212187,AQUA FIT SALUD Y DEPORTE,2020,,2023,9319,8552,"","",13874,8185,499,14373
VALLE,CALI,3212211,TIENDA MIXTA MARY RS,2019,,2023,4711,4719,4761,6190,999999,9593,-2267,6288
VALLE,CALI,3212229,CENTRO OPTICO ALCAMO VISION SUR,2022,,2023,8692,"","","",10483,9675,-1347,9136
VALLE,CALI,3212230,LICORES AL SON QUE ME TOQUEN,2022,,2023,5630,"","","",14054,6882,-1687,12367
VALLE,CALI,3212238,ANFECH,2022,,2023,9319,8552,"","",11626,4380,-2450,9176
VALLE,CALI,3212242,ALEJANDRA SOLANO LIDERAZGO Y ASESORIAS ONLINE,2022,,2023,7310,6910,6523,6522,10152,369,663,10815
VALLE,CALI,3212247,DEBUTMAX,2022,,2023,1410,4771,"","",999999,5768,-4436,6224
VALLE,CALI,3212250,COMPUTECH.CALI,2022,,2023,4741,"","","",8705,2207,-1271,7434
VALLE,CALI,3212263,TIENDA MIXTA JANETH,2022,,2023,4711,"","","",12237,4517,-4214,8023
VALLE,CALI,3212271,MULTISERVICIOS MONTY,2022,2024,2023,5310,5320,4761,4719,10523,3721,-985,9538
VALLE,CALI,3212284,ZAPATILLAS MAX,2020,,2023,1522,4772,9523,"",8435,2769,-3538,4897
VALLE,CALI,3212323,EXTENSIONES JEN,2022,,2023,9602,"","","",8661,7173,-2521,6140
VALLE,CALI,3212325,FRANCO SUCCESS,2022,,2023,4772,4771,4791,"",11332,4220,-2695,8637
VALLE,CALI,3212328,LICORES JC LA 23,2022,2023,2023,5630,4711,"","",999999,3051,-371,7261
VALLE,CALI,3212332,RAPPICEL,2022,,2023,4741,"","","",11787,3804,-3025,8762
VALLE,CALI,3212348,TALLER F.N. LA QUINTA,2020,,2023,2511,3319,2599,9529,12094,4378,-3414,8680
VALLE,CALI,3212352,SHIFU TEQUENDAMA,2022,2024,2023,4719,4752,"","",7567,5860,-2029,5538
VALLE,CALI,3212358,DIVINAS SALON,2020,,2023,9602,"","","",13008,3330,-1589,11419
VALLE,CALI,3212359,SHALOM BELLEZA PROFESIONAL MYM,2022,,2023,9602,"","","",9122,5213,-2100,7022
VALLE,CALI,3212361,PINTUELECTRICOS MOLINA,2020,,2023,4752,"","","",13648,4818,-182,13466
VALLE,CALI,3212371,C.A ELECTRIC,2022,2024,2023,4659,3314,7730,7112,11073,4211,-667,10406
VALLE,CALI,3212372,GOLDS ROCK CONSULTORIA,2022,2024,2023,7490,8299,"","",6303,3829,-358,5945
VALLE,CALI,3212376,LA CONDENADA GASTROBAR,2022,,2023,5611,5619,5629,"",11791,1837,-3088,8703
VALLE,CALI,3212379,COMERCIALIZADORA LA IDEAL CO,2022,,2023,4723,4722,"","",7982,4479,-2022,5960
VALLE,CALI,3212388,EVENTOS Y ESPECTACULOS MUSICALES,2022,,2023,9007,9329,"","",8863,4996,868,9731
VALLE,CALI,3212392,LE MARKET COLOMBIA,2022,,2023,7990,4719,"","",10951,6147,-1217,9734
VALLE,CALI,3212402,HG CUEROS S.A.S.,2022,,2023,1511,"","","",12611,3547,-3549,9062
VALLE,CALI,3212407,MINI MARKET EL REBAJON DEL DORADO,2022,2023,2023,4711,"","","",8806,3866,-5184,3622
VALLE,CALI,3212408,OASIS I,2020,,2023,9200,"","","",10316,4001,-870,9446
VALLE,CALI,3212412,STAR SOCCER FIT,2022,,2023,9319,4631,5621,4762,6112,1466,1912,8024
VALLE,CALI,3212415,DELFIN DE ORO,2022,,2023,5629,8551,7112,1081,4708,4631,-1499,3209
VALLE,CALI,3212417,VIP VIDRIOS POLARIZADOS ACCESORIOS 30,2022,,2023,4530,4520,"","",5301,6050,-5679,-378
VALLE,CALI,3212433,TRANSPORTES J B C,2020,,2023,4921,"","","",7985,1170,-4262,3723
VALLE,CALI,3212437,ART DESIGN INNOVA,2020,,2023,7310,2740,"","",12560,6824,-5446,7114
VALLE,CALI,3212441,RAPPI CLEAN,2022,2023,2023,8121,"","","",7656,9667,-906,6750
VALLE,CALI,3212454,BOLIS DE FRUTAS EL OSITO,2022,,2023,5619,4724,4771,4791,7571,4718,-69,7502
VALLE,CALI,3212455,FEELINE,2022,,2023,4774,"","","",9272,3008,1811,11083
VALLE,CALI,3212456,CALIYORK BAR,2022,,2023,5630,4711,5619,"",7263,5931,-3699,3564
VALLE,CALI,3212457,MOTOREPUESTOS DYD,2022,,2023,4541,"","","",11478,2644,-2967,8511
VALLE,CALI,3212466,COMERCIALIZADORA EL BARATON CALI,2022,,2023,4752,4759,"","",10503,7941,-3635,6868
VALLE,CALI,3212467,ZOL COSMETICS,2022,,2023,4773,"","","",11731,4059,-2635,9096
VALLE,CALI,3212485,LICORES VG S.A.S.,2022,2024,2023,4711,4724,"","",7667,5587,-445,7222
VALLE,CALI,3212486,DISTRIBUIDORA EL TIGRE,2022,,2023,4632,4661,8299,"",9771,5791,-61,9710
VALLE,CALI,3212492,CONSTRUCTORA 2 G,2022,,2023,4330,"","","",10023,7881,-590,9433
VALLE,CALI,3212493,ACCER INGENIO,2022,,2023,8020,4741,4530,6810,11028,7317,-2623,8405
VALLE,CALI,3212498,TBC TERRAZA BAR Y CAFÉ,2022,2023,2023,5611,5613,5630,"",10298,3068,-146,10152
VALLE,CALI,3212499,KINGPAPA DOMI 66,2022,2024,2023,5611,"","","",8169,3713,-4044,4125
VALLE,CALI,3212503,CAFE ARENILLO,2022,2023,2023,0123,4729,"","",11833,603,-2200,9633
VALLE,CALI,3212511,ALMA ERRANTE,2022,2023,2023,1811,4771,4791,0128,10911,7968,-819,10092
VALLE,CALI,3212512,BLACK JAC,2022,,2023,4772,4791,4771,"",9704,4488,-1784,7920
VALLE,CALI,3212517,CREACIONES STREEP,2020,,2023,1410,4771,"","",8934,5228,-2646,6288
VALLE,CALI,3212518,NARVA MENSAJERIA,2022,,2023,5320,"","","",11961,5410,-5955,6006
VALLE,CALI,3212519,ÓPTICA FOUR VISION,2020,,2023,2670,4774,"","",14365,7997,-1618,12747
VALLE,CALI,3212525,PERFUMERO EL POBLADO,2020,2023,2023,4773,"","","",13674,4401,-3067,10607
VALLE,CALI,3212526,JAC SPORTT,2022,,2023,4772,4771,4791,"",8841,4254,-2108,6733
VALLE,CALI,3212534,AREPAS Y MASITAS DE CHOCLO DOÑA ANA,2022,,2023,1089,"","","",9728,2071,-3727,6001
VALLE,CALI,3212537,MULTISERVICIOS RODIECA,2022,,2023,8299,9200,6190,6499,8817,5691,-2070,6747
VALLE,CALI,3212576,RC BOUTIQUE,2020,2024,2023,4771,"","","",10439,5054,2507,12946
VALLE,CALI,3212590,COCTELES NEON,2022,,2023,4711,5630,5629,"",9167,5533,-2790,6377
VALLE,CALI,3212591,U & H ESCAVAMOS S.A.S,2022,,2023,7730,"","","",999999,830,-3111,11056
VALLE,CALI,3212593,PESQUERA NORA,2022,,2023,4723,"","","",9133,7480,-5510,3623
VALLE,CALI,3212617,BLACK SILVER FILMS,2022,,2023,9004,5920,"","",8895,2773,-4428,4467
VALLE,CALI,3212622,GEEK'S TECHNOLOGY,2022,2023,2023,4741,"","","",9711,1529,652,10363
VALLE,CALI,3212626,YKMANIA ORIENTE,2022,2023,2023,4773,4791,"","",9531,5774,-3795,5736
VALLE,CALI,3212629,SALÓN DE EVENTOS SK,2022,,2023,8230,5630,9007,5621,11713,3384,-2349,9364
VALLE,CALI,3212635,ACRYLDENT,2022,,2023,3250,"","","",11337,8424,-2040,9297
VALLE,CALI,3212640,ORION.S TELECOMUNICACIONES,2022,2023,2023,9511,"","","",6052,4275,-7336,-1284
VALLE,CALI,3212644,MIL VIAJES POR EL MUNDO,2020,,2023,7911,"","","",8350,2736,-3184,5166
VALLE,CALI,3212654,LICORES RB,2022,,2023,4724,"","","",8921,3231,308,9229
VALLE,CALI,3212697,LUJO & ESTILO RINES Y LLANTAS,2020,,2023,4530,4775,"","",12359,5441,-3219,9140
VALLE,CALI,3212704,TIENDA CASTILLA,2022,2023,2023,4711,4721,4722,"",9949,7508,-3413,6536
VALLE,CALI,3212705,TOBUY.COM,2022,,2023,4791,4771,4772,4530,999999,4699,-5645,5604
VALLE,CALI,3212719,ESPECIALIZADOS EN DISEÑO SOLARTE Y RECUBRIMIENTO CERAMICOS CERAKOTE,2022,,2023,7410,8211,4520,"",9804,3268,-2261,7543
VALLE,CALI,3212726,DELICIOSO MANA,2020,,2023,1089,"","","",999999,4162,1896,10798
